ISO,Age,year,TEU,demolition price,TC rates,Scrapped
9378814,6.865858428,2012,4250,420,418,0
9295268,6.860383262,2012,8749,420,418,0
9301794,6.857645679,2012,4253,420,418,0
9339545,6.854908095,2012,1858,420,418,0
9305570,6.854908095,2012,9469,420,418,0
9309459,6.852170512,2012,8401,420,418,0
9316347,6.849432929,2012,2732,420,418,0
9294824,6.84122018,2012,4043,420,418,0
9322865,6.838482597,2012,1147,420,418,0
9379571,6.838482597,2012,1060,420,418,0
9306079,6.835745014,2012,1578,420,418,0
9263320,6.835745014,2012,3534,420,418,0
9301495,6.835745014,2012,8238,420,418,0
9323481,6.833007431,2012,1740,420,418,0
9308429,6.833007431,2012,2742,420,418,0
9300403,6.833007431,2012,7024,420,418,0
9298698,6.830269847,2012,4544,420,418,0
9327669,6.822057098,2012,2711,420,418,0
9293806,6.813844349,2012,8073,420,418,0
9333369,6.811106766,2012,1853,420,418,0
9312585,6.8056316,2012,4250,420,418,0
9339052,6.800156433,2012,698,420,418,0
9308625,6.800156433,2012,957,420,418,0
9326744,6.791943684,2012,4298,420,418,0
9300790,6.791943684,2012,8063,420,418,0
9303754,6.789206101,2012,3398,420,418,0
9330757,6.783730935,2012,1049,420,418,0
9302085,6.783730935,2012,5642,420,418,0
9299525,6.783730935,2012,8034,420,418,0
9305582,6.783730935,2012,9469,420,418,0
9336323,6.775518185,2012,610,420,418,0
9301093,6.772780602,2012,917,420,418,0
9344239,6.772780602,2012,974,420,418,0
9325441,6.772780602,2012,2450,420,418,0
9299795,6.772780602,2012,8488,420,418,0
9336294,6.770043019,2012,672,420,418,0
9327580,6.764567853,2012,1118,420,418,0
9350317,6.764567853,2012,2490,420,418,0
9307009,6.759092687,2012,5888,420,418,0
9299927,6.756355104,2012,8466,420,418,0
9326990,6.753617521,2012,868,420,418,0
9377080,6.750879937,2012,650,420,418,0
9295945,6.750879937,2012,5527,420,418,0
9305477,6.750879937,2012,8204,420,418,0
9315379,6.750879937,2012,8266,420,418,0
9305635,6.745404771,2012,4132,420,418,0
9320257,6.745404771,2012,9074,420,418,0
9306835,6.742667188,2012,1118,420,418,0
9319129,6.742667188,2012,1799,420,418,0
9305647,6.742667188,2012,6763,420,418,0
9294513,6.737192022,2012,2572,420,418,0
9301809,6.737192022,2012,4253,420,418,0
9313242,6.734454439,2012,2702,420,418,0
9314947,6.734454439,2012,2824,420,418,0
9293818,6.734454439,2012,8073,420,418,0
9302554,6.726241689,2012,5059,420,418,0
9358527,6.726241689,2012,698,420,418,0
9319595,6.726241689,2012,957,420,418,0
9308015,6.71802894,2012,3450,420,418,0
9296341,6.715291357,2012,907,420,418,0
9312597,6.709816191,2012,4250,420,418,0
9303780,6.707078608,2012,2824,420,418,0
9312640,6.696128275,2012,1740,420,418,0
9248708,6.696128275,2012,2646,420,418,0
9324942,6.693390692,2012,1080,420,418,0
9354349,6.679702777,2012,868,420,418,0
9320013,6.679702777,2012,2478,420,418,0
9298648,6.676965194,2012,3091,420,418,0
9305594,6.67422761,2012,9469,420,418,0
9377353,6.668752444,2012,650,420,418,0
9322566,6.668752444,2012,804,420,418,0
9300166,6.668752444,2012,1850,420,418,0
9305702,6.663277278,2012,9113,420,418,0
9300972,6.660539695,2012,2846,420,418,0
9347712,6.657802112,2012,1440,420,418,0
9313905,6.652326946,2012,4504,420,418,0
9322578,6.646851779,2012,804,420,418,0
9305489,6.646851779,2012,8204,420,418,0
9359117,6.644114196,2012,1118,420,418,0
9294836,6.644114196,2012,4045,420,418,0
9348194,6.641376613,2012,1706,420,418,0
9326835,6.641376613,2012,2556,420,418,0
9305300,6.63863903,2012,4650,420,418,0
9307011,6.63863903,2012,5888,420,418,0
9293820,6.63863903,2012,8073,420,418,0
9299800,6.63863903,2012,9415,420,418,0
9322877,6.630426281,2012,1147,420,418,0
9304411,6.630426281,2012,9178,420,418,0
9302097,6.630426281,2012,5642,420,418,0
9307413,6.627688698,2012,3081,420,418,0
9299537,6.622213531,2012,8034,420,418,0
9339600,6.619475948,2012,1341,420,418,0
9333371,6.619475948,2012,1853,420,418,0
9326756,6.611263199,2012,4298,420,418,0
9339014,6.608525616,2012,698,420,418,0
9344186,6.605788033,2012,556,420,418,0
9347956,6.605788033,2012,1118,420,418,0
9089683,6.60305045,2012,251,420,418,0
9330769,6.600312867,2012,1049,420,418,0
9299642,6.600312867,2012,9415,420,418,0
9302566,6.592100117,2012,5059,420,418,0
9089372,6.589362534,2012,186,420,418,0
9319600,6.589362534,2012,966,420,418,0
9328481,6.586624951,2012,3534,420,418,0
9299939,6.586624951,2012,8466,420,418,0
9302578,6.583887368,2012,5059,420,418,0
9387669,6.583887368,2012,378,420,418,0
9347724,6.583887368,2012,1440,420,418,0
9311763,6.583887368,2012,2742,420,418,0
9303534,6.583887368,2012,8401,420,418,0
9344241,6.581149785,2012,974,420,418,0
9294525,6.581149785,2012,2572,420,418,0
9327671,6.581149785,2012,2732,420,418,0
9300415,6.581149785,2012,7024,420,418,0
9318151,6.570199452,2012,4253,420,418,0
9334832,6.570199452,2012,1732,420,418,0
9305714,6.564724286,2012,9113,420,418,0
9308508,6.564724286,2012,9469,420,418,0
9315812,6.561986703,2012,2824,420,418,0
9317913,6.553773954,2012,5041,420,418,0
9319131,6.548298788,2012,1799,420,418,0
9354351,6.542823621,2012,1008,420,418,0
9336359,6.534610872,2012,1118,420,418,0
9307425,6.531873289,2012,3081,420,418,0
9314959,6.531873289,2012,2824,420,418,0
9305659,6.526398123,2012,6763,420,418,0
9307217,6.526398123,2012,9572,420,418,0
9364344,6.52366054,2012,1118,420,418,0
9305491,6.52366054,2012,8204,420,418,0
9339026,6.509972624,2012,698,420,418,0
9320025,6.509972624,2012,2742,420,418,0
9307023,6.507235041,2012,5888,420,418,0
9295969,6.496284709,2012,4043,420,418,0
9302102,6.496284709,2012,5642,420,418,0
9300984,6.493547126,2012,2846,420,418,0
9309409,6.490809542,2012,2824,420,418,0
9308510,6.488071959,2012,9469,420,418,0
9354399,6.485334376,2012,868,420,418,0
9312652,6.485334376,2012,1740,420,418,0
9295957,6.485334376,2012,5527,420,418,0
9312779,6.485334376,2012,6655,420,418,0
9347750,6.477121627,2012,957,420,418,0
9326768,6.477121627,2012,4298,420,418,0
9301811,6.474384044,2012,4253,420,418,0
9306201,6.471646461,2012,1578,420,418,0
9273686,6.471646461,2012,2526,420,418,0
9309277,6.471646461,2012,3534,420,418,0
9322308,6.471646461,2012,4250,420,418,0
9308053,6.468908878,2012,907,420,418,0
9322889,6.455220962,2012,1147,420,418,0
9305312,6.455220962,2012,4544,420,418,0
9303792,6.452483379,2012,2824,420,418,0
9336335,6.452483379,2012,610,420,418,0
9309461,6.452483379,2012,8401,420,418,0
9327592,6.449745796,2012,1118,420,418,0
9311775,6.449745796,2012,2742,420,418,0
9390812,6.447008213,2012,672,420,418,0
9301122,6.441533047,2012,1402,420,418,0
9304423,6.438795463,2012,9178,420,418,0
9342671,6.43605788,2012,1049,420,418,0
9300805,6.433320297,2012,8063,420,418,0
9344552,6.430582714,2012,2490,420,418,0
9320427,6.430582714,2012,6175,420,418,0
9305661,6.430582714,2012,6763,420,418,0
9299549,6.430582714,2012,8034,420,418,0
9332676,6.427845131,2012,1118,420,418,0
9356842,6.419632382,2012,1440,420,418,0
9334519,6.419632382,2012,2646,420,418,0
9316359,6.414157215,2012,2732,420,418,0
9330226,6.411419632,2012,1102,420,418,0
9301108,6.408682049,2012,917,420,418,0
9305506,6.408682049,2012,8204,420,418,0
9319143,6.4004693,2012,1799,420,418,0
9358436,6.394994134,2012,3398,420,418,0
9347762,6.392256551,2012,957,420,418,0
9349186,6.392256551,2012,962,420,418,0
9313917,6.389518968,2012,4504,420,418,0
9354404,6.389518968,2012,868,420,418,0
9301926,6.389518968,2012,2602,420,418,0
9321029,6.389518968,2012,6350,420,418,0
9306158,6.389518968,2012,6539,420,418,0
9299812,6.389518968,2012,9415,420,418,0
9302619,6.381306218,2012,8208,420,418,0
9334844,6.378568635,2012,1732,420,418,0
9323467,6.375831052,2012,803,420,418,0
9311787,6.373093469,2012,2742,420,418,0
9388285,6.370355886,2012,664,420,418,0
9312937,6.35666797,2012,6655,420,418,0
9390824,6.353930387,2012,672,420,418,0
9323479,6.351192804,2012,803,420,418,0
9311880,6.337504889,2012,3091,420,418,0
9099236,6.334767305,2012,140,420,418,0
9318163,6.334767305,2012,3853,420,418,0
9300427,6.334767305,2012,7024,420,418,0
9321483,6.334767305,2012,15550,420,418,0
9317925,6.332029722,2012,5041,420,418,0
9364203,6.332029722,2012,2496,420,418,0
9316373,6.332029722,2012,2732,420,418,0
9309411,6.332029722,2012,2824,420,418,0
9299654,6.332029722,2012,9415,420,418,0
9302580,6.323816973,2012,5059,420,418,0
9360972,6.32107939,2012,801,420,418,0
9302695,6.32107939,2012,2646,420,418,0
9305697,6.318341807,2012,5642,420,418,0
9318046,6.315604224,2012,8204,420,418,0
9401269,6.312866641,2012,451,420,418,0
9339064,6.312866641,2012,698,420,418,0
9321471,6.312866641,2012,2702,420,418,0
9315824,6.312866641,2012,2824,420,418,0
9307229,6.312866641,2012,9572,420,418,0
9357872,6.301916308,2012,1732,420,418,0
9333383,6.301916308,2012,1856,420,418,0
9311737,6.301916308,2012,2824,420,418,0
9326770,6.299178725,2012,4298,420,418,0
9305673,6.299178725,2012,6763,420,418,0
9346562,6.296441142,2012,1118,420,418,0
9311799,6.296441142,2012,2742,420,418,0
9309289,6.296441142,2012,3534,420,418,0
9295971,6.296441142,2012,4043,420,418,0
9332195,6.293703559,2012,4583,420,418,0
9347968,6.293703559,2012,1118,420,418,0
9339612,6.27727806,2012,1345,420,418,0
9367542,6.27727806,2012,1577,420,418,0
9324954,6.274540477,2012,1102,420,418,0
9330903,6.274540477,2012,1440,420,418,0
9347774,6.266327728,2012,957,420,418,0
9330513,6.266327728,2012,2824,420,418,0
9330575,6.263590145,2012,907,420,418,0
9312949,6.263590145,2012,6655,420,418,0
9321031,6.260852562,2012,6350,420,418,0
8730948,6.258114978,2012,251,420,418,0
9342683,6.255377395,2012,1049,420,418,0
9354363,6.255377395,2012,868,420,418,0
9319155,6.247164646,2012,1799,420,418,0
9309473,6.24168948,2012,8401,420,418,0
9307231,6.228001564,2012,9574,420,418,0
9348481,6.225263981,2012,1574,420,418,0
9366421,6.222526398,2012,1147,420,418,0
9354454,6.217051232,2012,868,420,418,0
9304435,6.208838483,2012,9178,420,418,0
9301938,6.208838483,2012,2602,420,418,0
9299551,6.208838483,2012,8034,420,418,0
9324966,6.206100899,2012,1118,420,418,0
9302621,6.206100899,2012,8208,420,418,0
9318058,6.203363316,2012,8204,420,418,0
9355422,6.203363316,2012,962,420,418,0
9320037,6.19788815,2012,2742,420,418,0
9301823,6.19788815,2012,4248,420,418,0
9347786,6.189675401,2012,966,420,418,0
9330264,6.189675401,2012,1114,420,418,0
9330525,6.189675401,2012,2824,420,418,0
9252735,6.181462652,2012,3091,420,418,0
9305685,6.178725068,2012,6800,420,418,0
9302944,6.167774736,2012,2602,420,418,0
9302140,6.167774736,2012,9040,420,418,0
9319088,6.167774736,2012,1799,420,418,0
9311749,6.167774736,2012,2824,420,418,0
9302633,6.165037153,2012,8208,420,418,0
9322463,6.151349237,2012,5090,420,418,0
9339038,6.151349237,2012,698,420,418,0
9318113,6.151349237,2012,5095,420,418,0
9306172,6.148611654,2012,6539,420,418,0
9314961,6.145874071,2012,2824,420,418,0
9321495,6.143136488,2012,15550,420,418,0
9303766,6.140398905,2012,3398,420,418,0
9301835,6.134923739,2012,4248,420,418,0
9364356,6.129448573,2012,1118,420,418,0
9306160,6.129448573,2012,6539,420,418,0
9330915,6.126710989,2012,1440,420,418,0
9337250,6.121235823,2012,2824,420,418,0
9354466,6.121235823,2012,868,420,418,0
9332688,6.113023074,2012,1118,420,418,0
9307243,6.113023074,2012,9572,420,418,0
9330068,6.107547908,2012,8401,420,418,0
9347798,6.102072741,2012,957,420,418,0
9336165,6.102072741,2012,2546,420,418,0
9387097,6.102072741,2012,5017,420,418,0
9317937,6.102072741,2012,5041,420,418,0
9302138,6.093859992,2012,9040,420,418,0
9328039,6.093859992,2012,803,420,418,0
9402500,6.093859992,2012,1060,420,418,0
9377690,6.093859992,2012,1577,420,418,0
9252101,6.093859992,2012,4542,420,418,0
9306184,6.093859992,2012,6539,420,418,0
9332717,6.091122409,2012,1118,420,418,0
9337597,6.091122409,2012,1740,420,418,0
9302956,6.088384826,2012,2602,420,418,0
9320439,6.088384826,2012,4870,420,418,0
9303807,6.085647243,2012,2824,420,418,0
9332200,6.085647243,2012,4583,420,418,0
9318175,6.085647243,2012,3853,420,418,0
9332729,6.08290966,2012,1098,420,418,0
9346574,6.08290966,2012,1118,420,418,0
9328027,6.08290966,2012,803,420,418,0
9344564,6.08290966,2012,2490,420,418,0
9320049,6.08290966,2012,2742,420,418,0
9328493,6.08290966,2012,3534,420,418,0
9329629,6.08290966,2012,3534,420,418,0
9306550,6.08290966,2012,8401,420,418,0
9406271,6.071959327,2012,880,420,418,0
9365154,6.063746578,2012,962,420,418,0
9333395,6.063746578,2012,1856,420,418,0
9313929,6.058271412,2012,4504,420,418,0
9395020,6.055533829,2012,1296,420,418,0
9314973,6.055533829,2012,2824,420,418,0
9311696,6.055533829,2012,4154,420,418,0
9312781,6.055533829,2012,9012,420,418,0
9322310,6.052796246,2012,4250,420,418,0
9301134,6.047321079,2012,1402,420,418,0
9355434,6.047321079,2012,962,420,418,0
9358539,6.047321079,2012,698,420,418,0
9320051,6.044583496,2012,2742,420,418,0
9347970,6.044583496,2012,1080,420,418,0
9348649,6.044583496,2012,6696,420,418,0
9400590,6.036370747,2012,704,420,418,0
9306196,6.036370747,2012,6539,420,418,0
9348493,6.033633164,2012,1574,420,418,0
9387102,6.033633164,2012,5017,420,418,0
9349368,6.030895581,2012,2450,420,418,0
9359301,6.028157998,2012,1440,420,418,0
9300439,6.014470082,2012,7024,420,418,0
9322504,6.008994916,2012,3398,420,418,0
9304447,6.008994916,2012,9178,420,418,0
9347803,6.008994916,2012,957,420,418,0
9307267,6.008994916,2012,2526,420,418,0
9338278,6.000782167,2012,1118,420,418,0
9318101,5.989051095,2012,8204,420,418,0
9302645,5.980839416,2012,8208,420,418,0
9317963,5.97810219,2012,5095,420,418,0
9310238,5.97810219,2012,8063,420,418,0
9319090,5.975364964,2012,1799,420,418,0
9324978,5.972627737,2012,1080,420,418,0
9339040,5.972627737,2012,698,420,418,0
9335800,5.972627737,2012,1713,420,418,0
9354430,5.967153285,2012,868,420,418,0
9321500,5.967153285,2012,15550,420,418,0
9330238,5.958941606,2012,1092,420,418,0
9330537,5.958941606,2012,2824,420,418,0
9438080,5.95620438,2012,713,420,418,0
9307279,5.95620438,2012,2526,420,418,0
9348651,5.95620438,2012,6696,420,418,0
9355812,5.950729927,2012,1712,420,418,0
9367853,5.947992701,2012,706,420,418,0
9366433,5.947992701,2012,1147,420,418,0
9395032,5.947992701,2012,1296,420,418,0
9384899,5.947992701,2012,1708,420,418,0
9318125,5.942518248,2012,5095,420,418,0
9323508,5.939781022,2012,6763,420,418,0
9316361,5.939781022,2012,2732,420,418,0
9314985,5.931569343,2012,2824,420,418,0
9360245,5.931569343,2012,2742,420,418,0
9413509,5.931569343,2012,599,420,418,0
9422574,5.931569343,2012,599,420,418,0
9334818,5.928832117,2012,1740,420,418,0
9308027,5.928832117,2012,3450,420,418,0
9315381,5.928832117,2012,8266,420,418,0
9324837,5.920620438,2012,4250,420,418,0
9323510,5.920620438,2012,6763,420,418,0
9328053,5.920620438,2012,803,420,418,0
9330276,5.920620438,2012,1118,420,418,0
9377705,5.917883212,2012,1577,420,418,0
9404508,5.915145985,2012,915,420,418,0
9302152,5.915145985,2012,8212,420,418,0
9360752,5.912408759,2012,3752,420,418,0
9362396,5.912408759,2012,3752,420,418,0
9338280,5.912408759,2012,1118,420,418,0
9366445,5.912408759,2012,1147,420,418,0
9306287,5.912408759,2012,6539,420,418,0
9320685,5.901459854,2012,5041,420,418,0
9314222,5.898722628,2012,9572,420,418,0
9320697,5.893248175,2012,8749,420,418,0
9347815,5.893248175,2012,957,420,418,0
9354325,5.890510949,2012,908,420,418,0
9312767,5.890510949,2012,6655,420,418,0
9360142,5.876824818,2012,1713,420,418,0
9311701,5.876824818,2012,4154,420,418,0
9322475,5.876824818,2012,5090,420,418,0
9367188,5.876824818,2012,5888,420,418,0
9349215,5.874087591,2012,809,420,418,0
9323493,5.874087591,2012,1740,420,418,0
9343663,5.871350365,2012,1049,420,418,0
9349875,5.871350365,2012,2742,420,418,0
9348986,5.86040146,2012,1706,420,418,0
8731411,5.86040146,2012,251,420,418,0
9330549,5.854927007,2012,2824,420,418,0
9303778,5.854927007,2012,3398,420,418,0
9395044,5.849452555,2012,1296,420,418,0
9312793,5.843978102,2012,9012,420,418,0
9335812,5.841240876,2012,1713,420,418,0
9332690,5.83850365,2012,1118,420,418,0
9344710,5.83850365,2012,1853,420,418,0
9308182,5.83850365,2012,2846,420,418,0
9355446,5.835766423,2012,962,420,418,0
9374129,5.835766423,2012,1115,420,418,0
9369734,5.830291971,2012,5029,420,418,0
9303819,5.824817518,2012,2824,420,418,0
9384875,5.824817518,2012,1708,420,418,0
9402512,5.822080292,2012,1060,420,418,0
9334349,5.822080292,2012,3091,420,418,0
9359313,5.816605839,2012,1440,420,418,0
9312755,5.816605839,2012,6655,420,418,0
9324849,5.813868613,2012,4250,420,418,0
9326706,5.813868613,2012,2702,420,418,0
9313931,5.813868613,2012,4504,420,418,0
9336177,5.811131387,2012,2546,420,418,0
9332975,5.805656934,2012,6696,420,418,0
9314234,5.797445255,2012,9572,420,418,0
9337028,5.794708029,2012,2007,420,418,0
9341976,5.794708029,2012,698,420,418,0
9340752,5.783759124,2012,4250,420,418,0
9304459,5.781021898,2012,9178,420,418,0
9312808,5.778284672,2012,9012,420,418,0
9384887,5.775547445,2012,1708,420,418,0
9349174,5.767335766,2012,925,420,418,0
9354337,5.76459854,2012,908,420,418,0
9300441,5.76459854,2012,7024,420,418,0
9319105,5.76459854,2012,1799,420,418,0
9403009,5.76459854,2012,3534,420,418,0
9301847,5.761861314,2012,4248,420,418,0
9367176,5.761861314,2012,5888,420,418,0
9320441,5.761861314,2012,6336,420,418,0
9321512,5.759124088,2012,15550,420,418,0
9328041,5.756386861,2012,803,420,418,0
9349227,5.753649635,2012,809,420,418,0
9314246,5.750912409,2012,9572,420,418,0
9362956,5.748175182,2012,966,420,418,0
9334820,5.748175182,2012,1740,420,418,0
9322487,5.748175182,2012,5090,420,418,0
9308194,5.748175182,2012,2846,420,418,0
9357080,5.745437956,2012,2127,420,418,0
9323522,5.729014599,2012,6763,420,418,0
9322516,5.726277372,2012,3398,420,418,0
9367944,5.726277372,2012,907,420,418,0
9314997,5.726277372,2012,2824,420,418,0
9337262,5.72080292,2012,2824,420,418,0
9362401,5.72080292,2012,3752,420,418,0
9414125,5.72080292,2012,704,420,418,0
9308039,5.718065693,2012,3450,420,418,0
9330707,5.718065693,2012,4571,420,418,0
9340764,5.707116788,2012,4250,420,418,0
9320702,5.704379562,2012,8749,420,418,0
9360257,5.701642336,2012,2742,420,418,0
9354375,5.701642336,2012,868,420,418,0
9099248,5.698905109,2012,140,420,418,0
9390642,5.698905109,2012,1102,420,418,0
9362322,5.690693431,2012,1713,420,418,0
9317975,5.690693431,2012,5095,420,418,0
9302164,5.690693431,2012,8212,420,418,0
9355458,5.687956204,2012,962,420,418,0
9318187,5.685218978,2012,3853,420,418,0
9315343,5.679744526,2012,3586,420,418,0
9404510,5.679744526,2012,915,420,418,0
9412816,5.679744526,2012,1708,420,418,0
9359715,5.679744526,2012,2553,420,418,0
9385439,5.671532847,2012,706,420,418,0
9315927,5.671532847,2012,2824,420,418,0
9347982,5.66879562,2012,1114,420,418,0
9306225,5.66879562,2012,1574,420,418,0
9366457,5.66879562,2012,1147,420,418,0
9395056,5.66879562,2012,1284,420,418,0
9357858,5.66879562,2012,1740,420,418,0
9360984,5.666058394,2012,801,420,418,0
9348998,5.663321168,2012,1688,420,418,0
9337365,5.663321168,2012,1604,420,418,0
9343675,5.660583942,2012,1043,420,418,0
9312810,5.652372263,2012,9012,420,418,0
9376892,5.649635036,2012,1341,420,418,0
9331086,5.64689781,2012,1803,420,418,0
9314210,5.64689781,2012,4154,420,418,0
9330288,5.644160584,2012,1118,420,418,0
9395068,5.638686131,2012,1284,420,418,0
9330719,5.633211679,2012,4571,420,418,0
9336048,5.633211679,2012,9178,420,418,0
9322322,5.633211679,2012,4250,420,418,0
9330848,5.630474453,2012,1118,420,418,0
9330070,5.627737226,2012,8401,420,418,0
9341988,5.622262774,2012,698,420,418,0
9315197,5.622262774,2012,6478,420,418,0
9322499,5.614051095,2012,5090,420,418,0
9301859,5.608576642,2012,4248,420,418,0
9315202,5.608576642,2012,6478,420,418,0
9412787,5.608576642,2012,1577,420,418,0
9337274,5.605839416,2012,2824,420,418,0
9367190,5.605839416,2012,5888,420,418,0
9333046,5.60310219,2012,3398,420,418,0
9332987,5.594890511,2012,6696,420,418,0
9366469,5.592153285,2012,1147,420,418,0
9310240,5.589416058,2012,8063,420,418,0
9362413,5.586678832,2012,3752,420,418,0
9315214,5.586678832,2012,6478,420,418,0
9342700,5.583941606,2012,2646,420,418,0
9354387,5.583941606,2012,868,420,418,0
9333826,5.583941606,2012,4803,420,418,0
9315355,5.572992701,2012,3768,420,418,0
9295529,5.567518248,2012,887,420,418,0
9344722,5.567518248,2012,1853,420,418,0
9331115,5.564781022,2012,831,420,418,0
9395070,5.564781022,2012,1296,420,418,0
9412828,5.564781022,2012,1708,420,418,0
9336189,5.551094891,2012,2546,420,418,0
9357846,5.548357664,2012,1732,420,418,0
9358890,5.545620438,2012,1304,420,418,0
9357781,5.545620438,2012,1706,420,418,0
9321524,5.545620438,2012,15550,420,418,0
9315238,5.537408759,2012,6478,420,418,0
9315226,5.537408759,2012,6478,420,418,0
9419060,5.531934307,2012,642,420,418,0
9315915,5.531934307,2012,4363,420,418,0
9308637,5.531934307,2012,8466,420,418,0
9330721,5.52919708,2012,4571,420,418,0
9345910,5.526459854,2012,1030,420,418,0
9313943,5.526459854,2012,4504,420,418,0
9330989,5.523722628,2012,5095,420,418,0
8741026,5.518248175,2012,655,420,418,0
9330496,5.518248175,2012,3450,420,418,0
9300453,5.515510949,2012,7024,420,418,0
9351799,5.515510949,2012,1706,420,418,0
9330850,5.512773723,2012,1114,420,418,0
9360154,5.512773723,2012,1713,420,418,0
9434797,5.512773723,2012,1114,420,418,0
9330991,5.510036496,2012,5095,420,418,0
9360269,5.50729927,2012,2742,420,418,0
9329526,5.50729927,2012,4578,420,418,0
9321237,5.50729927,2012,8560,420,418,0
9374571,5.50729927,2012,2702,420,418,0
9367205,5.50729927,2012,5888,420,418,0
9338292,5.501824818,2012,1022,420,418,0
9366225,5.499087591,2012,957,420,418,0
9374117,5.499087591,2012,1118,420,418,0
9321897,5.496350365,2012,3586,420,418,0
9329631,5.496350365,2012,3534,420,418,0
9403011,5.490875912,2012,3534,420,418,0
9314258,5.490875912,2012,9572,420,418,0
9344631,5.488138686,2012,1819,420,418,0
9414137,5.488138686,2012,704,420,418,0
9354428,5.488138686,2012,868,420,418,0
9412799,5.488138686,2012,1032,420,418,0
9341952,5.479927007,2012,698,420,418,0
9355460,5.479927007,2012,962,420,418,0
9333838,5.479927007,2012,4803,420,418,0
9321902,5.477189781,2012,3586,420,418,0
9353931,5.477189781,2012,606,420,418,0
9366471,5.477189781,2012,1147,420,418,0
9324851,5.474452555,2012,4250,420,418,0
9365166,5.474452555,2012,962,420,418,0
9337377,5.474452555,2012,1604,420,418,0
9391660,5.471715328,2012,3752,420,418,0
9320453,5.471715328,2012,4870,420,418,0
9333993,5.468978102,2012,1803,420,418,0
9327786,5.452554745,2012,5527,420,418,0
9412830,5.452554745,2012,1577,420,418,0
9363417,5.452554745,2012,2553,420,418,0
9375252,5.449817518,2012,698,420,418,0
9348625,5.449817518,2012,1267,420,418,0
9306213,5.449817518,2012,1432,420,418,0
9333058,5.449817518,2012,3398,420,418,0
9332705,5.441605839,2012,1118,420,418,0
9339272,5.438868613,2012,9178,420,418,0
9404065,5.438868613,2012,812,420,418,0
9403413,5.438868613,2012,1740,420,418,0
9329538,5.436131387,2012,4578,420,418,0
9315240,5.436131387,2012,6478,420,418,0
9301988,5.433394161,2012,2785,420,418,0
9335173,5.430656934,2012,5089,420,418,0
9332999,5.427919708,2012,6696,420,418,0
9359727,5.422445255,2012,2553,420,418,0
9399739,5.422445255,2012,2797,420,418,0
9338307,5.416970803,2012,1118,420,418,0
9326407,5.41149635,2012,4252,420,418,0
9354416,5.41149635,2012,868,420,418,0
9345403,5.403284672,2012,10060,420,418,0
9322334,5.397810219,2012,4250,420,418,0
9344643,5.395072993,2012,1819,420,418,0
9315252,5.384124088,2012,6478,420,418,0
9331127,5.384124088,2012,831,420,418,0
9357092,5.375912409,2012,2127,420,418,0
9332511,5.375912409,2012,8112,420,418,0
9330927,5.375912409,2012,1440,420,418,0
9322346,5.364963504,2012,4250,420,418,0
9355472,5.356751825,2012,962,420,418,0
9391672,5.356751825,2012,3752,420,418,0
9396696,5.354014599,2012,1036,420,418,0
9323015,5.354014599,2012,3586,420,418,0
9349887,5.354014599,2012,2742,420,418,0
9334935,5.354014599,2012,8528,420,418,0
9373905,5.351277372,2012,1118,420,418,0
9385441,5.343065693,2012,706,420,418,0
9383596,5.340328467,2012,1049,420,418,0
9336191,5.340328467,2012,2546,420,418,0
9334002,5.337591241,2012,1803,420,418,0
9308649,5.337591241,2012,8466,420,418,0
9343687,5.334854015,2012,1043,420,418,0
9330501,5.334854015,2012,3450,420,418,0
9333840,5.334854015,2012,4803,420,418,0
9379026,5.332116788,2012,1098,420,418,0
9412804,5.332116788,2012,1032,420,418,0
9395094,5.332116788,2012,1284,420,418,0
9357860,5.323905109,2012,1740,420,418,0
9403619,5.323905109,2012,6350,420,418,0
9321536,5.321167883,2012,15550,420,418,0
9326419,5.318430657,2012,4252,420,418,0
9456185,5.318430657,2012,664,420,418,0
9390472,5.318430657,2012,1118,420,418,0
9377133,5.312956204,2012,2702,420,418,0
9360910,5.307481752,2012,4253,420,418,0
9395599,5.307481752,2012,1080,420,418,0
9412842,5.307481752,2012,1577,420,418,0
9315953,5.304744526,2012,4363,420,418,0
9318319,5.302007299,2012,4154,420,418,0
9337614,5.302007299,2012,4882,420,418,0
9333008,5.302007299,2012,6696,420,418,0
9341964,5.299270073,2012,698,420,418,0
9331000,5.299270073,2012,5095,420,418,0
9323027,5.296532847,2012,3768,420,418,0
9354478,5.296532847,2012,1008,420,418,0
9342499,5.29379562,2012,9034,420,418,0
9420136,5.285583942,2012,679,420,418,0
9333060,5.282846715,2012,3398,420,418,0
9349796,5.280109489,2012,4870,420,418,0
9335185,5.280109489,2012,5089,420,418,0
9313955,5.280109489,2012,4504,420,418,0
9327798,5.277372263,2012,6039,420,418,0
9295531,5.263686131,2012,869,420,418,0
9348857,5.260948905,2012,2742,420,418,0
9376907,5.260948905,2012,1345,420,418,0
9330939,5.260948905,2012,1440,420,418,0
9321249,5.258211679,2012,8560,420,418,0
9403621,5.258211679,2012,6310,420,418,0
9312975,5.258211679,2012,8628,420,418,0
9343716,5.252737226,2012,8749,420,418,0
9373486,5.252737226,2012,1732,420,418,0
9365673,5.25,2012,1118,420,418,0
9395082,5.25,2012,1284,420,418,0
9324863,5.25,2012,4250,420,418,0
9440576,5.25,2012,698,420,418,0
9434802,5.25,2012,1118,420,418,0
9306237,5.25,2012,1432,420,418,0
9362700,5.25,2012,1794,420,418,0
9353228,5.25,2012,3534,420,418,0
9300465,5.239051095,2012,7024,420,418,0
