ISO,Age,year,TEU,demolition price,TC rates,Scrapped
8905543,22.20878467,2012,1316,420,418,0
8810449,22.20057136,2012,981,420,418,0
8806814,22.19235805,2012,3352,420,418,0
8901872,22.1704559,2012,2026,420,418,0
8905933,22.16771813,2012,2797,420,418,0
8904123,22.15402928,2012,4573,420,418,0
8909094,22.1430782,2012,1169,420,418,0
8818740,22.12665159,2012,2761,420,418,0
8715871,22.09106059,2012,4814,420,418,0
8901884,22.08558505,2012,2228,420,418,0
8906652,22.08558505,2012,319,420,418,0
8913667,22.08284728,2012,2932,420,418,0
8908181,22.05546959,2012,1599,420,418,0
8902395,22.04725628,2012,950,420,418,0
8901640,22.03356743,2012,976,420,418,0
8901391,22.01440305,2012,1932,420,418,0
8847387,21.99726232,2012,100,420,418,0
8905969,21.98904928,2012,2954,420,418,0
8902400,21.95072175,2012,950,420,418,0
8913021,21.93155799,2012,372,420,418,0
9035979,21.92334495,2012,144,420,418,0
8908002,21.91786959,2012,1351,420,418,0
8902539,21.89870582,2012,4639,420,418,0
8806785,21.88501742,2012,3352,420,418,0
8901705,21.87680438,2012,981,420,418,0
9008524,21.82478845,2012,1599,420,418,0
8819940,21.80836237,2012,4437,420,418,0
9016301,21.80836237,2012,80,420,418,0
9005601,21.75908412,2012,310,420,418,0
8906664,21.75634644,2012,319,420,418,0
8913679,21.75087108,2012,2917,420,418,0
9000663,21.75087108,2012,453,420,418,0
9003196,21.75087108,2012,1404,420,418,0
8908703,21.73992036,2012,1208,420,418,0
8913071,21.7207566,2012,372,420,418,0
8912455,21.68516675,2012,976,420,418,0
8913681,21.67695371,2012,2668,420,418,0
9001057,21.64683922,2012,204,420,418,0
9050955,21.63315082,2012,144,420,418,0
8902541,21.61672474,2012,4639,420,418,0
8907412,21.60577402,2012,981,420,418,0
9000869,21.59756098,2012,1398,420,418,0
8913411,21.59756098,2012,3005,420,418,0
8710986,21.58934793,2012,2023,420,418,0
8801369,21.58661025,2012,1158,420,418,0
9005259,21.58661025,2012,2986,420,418,0
9003201,21.58113489,2012,1404,420,418,0
8806797,21.57565953,2012,3352,420,418,0
9008536,21.51543056,2012,1599,420,418,0
9001069,21.5099552,2012,204,420,418,0
8919788,21.5099552,2012,659,420,418,0
8819952,21.50174216,2012,4437,420,418,0
9031727,21.4962668,2012,495,420,418,0
8913693,21.47710304,2012,2668,420,418,0
8908715,21.47436536,2012,1208,420,418,0
8917778,21.46341463,2012,2440,420,418,0
9017020,21.42234943,2012,3054,420,418,0
9001019,21.38128422,2012,414,420,418,0
8914544,21.37580886,2012,724,420,418,0
9007817,21.36485814,2012,1928,420,418,0
9004188,21.3566451,2012,1158,420,418,0
9014092,21.3566451,2012,1380,420,418,0
9000871,21.34295669,2012,1404,420,418,0
9002702,21.34021901,2012,1057,420,418,0
9001033,21.33748133,2012,2917,420,418,0
8902553,21.32105525,2012,4639,420,418,0
8913447,21.26903932,2012,3005,420,418,0
8302167,21.25261324,2012,1939,420,418,0
8819964,21.21428571,2012,4437,420,418,0
9014107,21.20333499,2012,1380,420,418,0
8900335,21.19238427,2012,910,420,418,0
8900323,21.18143355,2012,910,420,418,0
9009176,21.18143355,2012,1461,420,418,0
9000675,21.17048283,2012,453,420,418,0
9004190,21.17048283,2012,1158,420,418,0
8908727,21.16774515,2012,1208,420,418,0
9006502,21.16500747,2012,1742,420,418,0
8913423,21.11572922,2012,3005,420,418,0
8914556,21.10751618,2012,724,420,418,0
9034688,21.1047785,2012,330,420,418,0
8918992,21.09930314,2012,1742,420,418,0
9007829,21.09656546,2012,1928,420,418,0
8915665,21.06097561,2012,3604,420,418,0
8907931,21.06097561,2012,2098,420,418,0
8906731,21.05823793,2012,3352,420,418,0
8902565,21.03633649,2012,4639,420,418,0
8915691,21.03086112,2012,3604,420,418,0
8819976,21.03086112,2012,1446,420,418,0
9001045,21.02812344,2012,2932,420,418,0
9000766,21.00895968,2012,200,420,418,0
9000493,20.99726242,2012,4469,420,418,0
9007831,20.97536175,2012,1928,420,418,0
9014080,20.93429801,2012,1380,420,418,0
9009188,20.92608526,2012,1551,420,418,0
9013139,20.91787251,2012,453,420,418,0
8900842,20.91513492,2012,1012,420,418,0
8915677,20.91239734,2012,3604,420,418,0
9003471,20.87680876,2012,1166,420,418,0
8819988,20.86038326,2012,1446,420,418,0
8906743,20.84669535,2012,3352,420,418,0
9000704,20.84122018,2012,930,420,418,0
8914568,20.8384826,2012,724,420,418,0
8915706,20.83300743,2012,3604,420,418,0
9015321,20.81110677,2012,950,420,418,0
9031454,20.8056316,2012,510,420,418,0
8902577,20.76730544,2012,4639,420,418,0
9012836,20.75087994,2012,1038,420,418,0
8915689,20.74814235,2012,3604,420,418,0
9014119,20.74540477,2012,700,420,418,0
9006514,20.74266719,2012,1742,420,418,0
9045077,20.73992961,2012,510,420,418,0
8819990,20.73171686,2012,1446,420,418,0
9004205,20.70707861,2012,923,420,418,0
8913435,20.70707861,2012,3005,420,418,0
9044138,20.66875244,2012,342,420,418,0
8913459,20.6276887,2012,3352,420,418,0
8820004,20.60852562,2012,1446,420,418,0
9004217,20.5948377,2012,923,420,418,0
8900854,20.58114978,2012,1012,420,418,0
9044140,20.57293704,2012,342,420,418,0
8919001,20.57019945,2012,1742,420,418,0
9002398,20.55103637,2012,976,420,418,0
9012848,20.54008604,2012,1038,420,418,0
9015527,20.53734846,2012,4024,420,418,0
9012549,20.53187329,2012,650,420,418,0
9037496,20.52366054,2012,95,420,418,0
9005534,20.50175987,2012,4230,420,418,0
9014121,20.50175987,2012,700,420,418,0
8820016,20.47438404,2012,1658,420,418,0
9008550,20.45795855,2012,2680,420,418,0
8907943,20.41415722,2012,2098,420,418,0
9037501,20.39773172,2012,95,420,418,0
9002037,20.39225655,2012,2019,420,418,0
9004229,20.37856864,2012,923,420,418,0
8906755,20.36214314,2012,3352,420,418,0
9039561,20.3511928,2012,1057,420,418,0
9008615,20.34298005,2012,2680,420,418,0
8820195,20.33202972,2012,1658,420,418,0
9012850,20.32381697,2012,1038,420,418,0
9017496,20.29917873,2012,1004,420,418,0
9017496,20.29917873,2012,1004,420,418,0
9017496,20.29917873,2012,1004,420,418,0
9017496,20.29917873,2012,1004,420,418,0
9002403,20.29370356,2012,976,420,418,0
9040120,20.2553774,2012,378,420,418,0
8901925,20.2553774,2012,1012,420,418,0
9005546,20.24716465,2012,4230,420,418,0
9015539,20.24716465,2012,4024,420,418,0
9035981,20.22526398,2012,4651,420,418,0
9035993,20.16777474,2012,4651,420,418,0
8918954,20.15956199,2012,3007,420,418,0
9032044,20.1568244,2012,412,420,418,0
9051222,20.11028549,2012,1599,420,418,0
9048976,20.08290966,2012,1016,420,418,0
9012862,20.08290966,2012,1038,420,418,0
9043770,20.07469691,2012,3720,420,418,0
8913461,20.07195933,2012,3005,420,418,0
9017501,20.06374658,2012,1004,420,418,0
9041174,20.05279625,2012,1066,420,418,0
9036002,20.05279625,2012,4651,420,418,0
9020950,20.0445835,2012,976,420,418,0
9012795,20.00625733,2012,626,420,418,0
9039250,20.00078217,2012,2021,420,418,0
8912742,20.00078217,2012,1012,420,418,0
9005558,19.99726215,2012,4230,420,418,0
9021679,19.95619439,2012,4024,420,418,0
9043005,19.92881588,2012,1923,420,418,0
9008603,19.90143737,2012,2680,420,418,0
9048574,19.90143737,2012,1298,420,418,0
9015541,19.88227242,2012,4024,420,418,0
8918978,19.88227242,2012,3005,420,418,0
9053232,19.86036961,2012,1599,420,418,0
8918966,19.84394251,2012,3005,420,418,0
9045986,19.84394251,2012,316,420,418,0
9007958,19.83572895,2012,3821,420,418,0
9035515,19.8329911,2012,1304,420,418,0
9048586,19.77275838,2012,1298,420,418,0
9001332,19.75359343,2012,4229,420,418,0
9043756,19.75359343,2012,3720,420,418,0
9030735,19.75085558,2012,3808,420,418,0
9020338,19.75085558,2012,1139,420,418,0
9004243,19.74811773,2012,1388,420,418,0
8912766,19.73442847,2012,1012,420,418,0
9004231,19.73442847,2012,923,420,418,0
9056272,19.70978782,2012,1661,420,418,0
9043017,19.70978782,2012,1923,420,418,0
9050539,19.70431211,2012,1004,420,418,0
9043782,19.69609856,2012,3720,420,418,0
9012771,19.69336071,2012,626,420,418,0
9055498,19.67145791,2012,385,420,418,0
9005560,19.66872005,2012,4230,420,418,0
9012874,19.6550308,2012,1038,420,418,0
8910108,19.62765229,2012,1054,420,418,0
9055448,19.62491444,2012,1169,420,418,0
9045998,19.62217659,2012,316,420,418,0
9063964,19.61396304,2012,1016,420,418,0
9063990,19.58384668,2012,1016,420,418,0
9046411,19.56468172,2012,1288,420,418,0
9004255,19.56468172,2012,1388,420,418,0
9056739,19.56194387,2012,120,420,418,0
9043653,19.53730322,2012,3720,420,418,0
9056284,19.53456537,2012,1661,420,418,0
9015498,19.52908966,2012,3821,420,418,0
8918980,19.50444901,2012,3005,420,418,0
9055503,19.50444901,2012,385,420,418,0
8884402,19.50171116,2012,1004,420,418,0
9040015,19.50171116,2012,279,420,418,0
9073969,19.46338125,2012,1004,420,418,0
9073969,19.46338125,2012,1004,420,418,0
9073969,19.46338125,2012,1004,420,418,0
9073969,19.46338125,2012,1004,420,418,0
9036909,19.46338125,2012,4639,420,418,0
9002714,19.44969199,2012,4229,420,418,0
9031064,19.44147844,2012,1646,420,418,0
9008574,19.40588638,2012,2680,420,418,0
9060637,19.36755647,2012,3424,420,418,0
9064009,19.36481862,2012,1012,420,418,0
9050541,19.35386721,2012,1004,420,418,0
9046227,19.34565366,2012,1512,420,418,0
9061277,19.34565366,2012,509,420,418,0
8913320,19.33196441,2012,598,420,418,0
9056088,19.32648871,2012,3017,420,418,0
9063988,19.27994524,2012,1156,420,418,0
9064190,19.27720739,2012,1388,420,418,0
9046423,19.27720739,2012,1288,420,418,0
8912730,19.25256674,2012,1012,420,418,0
9020340,19.24982888,2012,1139,420,418,0
9061253,19.24709103,2012,515,420,418,0
9070010,19.23066393,2012,1684,420,418,0
9060649,19.23066393,2012,3424,420,418,0
9021681,19.21149897,2012,4024,420,418,0
9059121,19.21149897,2012,1368,420,418,0
9041227,19.19233402,2012,3494,420,418,0
9064762,19.17864476,2012,1468,420,418,0
9060261,19.17316906,2012,1304,420,418,0
9002726,19.17316906,2012,4229,420,418,0
9065429,19.17043121,2012,357,420,418,0
9061265,19.17043121,2012,515,420,418,0
9012800,19.17043121,2012,626,420,418,0
9078464,19.16495551,2012,495,420,418,0
9030723,19.15126626,2012,3808,420,418,0
9071480,19.137577,2012,1054,420,418,0
9070852,19.10198494,2012,1162,420,418,0
9046239,19.09650924,2012,1512,420,418,0
9061289,19.09377139,2012,515,420,418,0
9020352,19.08281999,2012,1139,420,418,0
9055450,19.06913073,2012,1169,420,418,0
9064774,19.05817933,2012,1452,420,418,0
9064956,19.05817933,2012,550,420,418,0
9045534,19.04722793,2012,1869,420,418,0
9065443,19.04722793,2012,3424,420,418,0
9070022,19.04175222,2012,1684,420,418,0
9038907,19.04175222,2012,4639,420,418,0
9057472,19.03901437,2012,3469,420,418,0
9070644,19.02806297,2012,1806,420,418,0
9045546,19.02806297,2012,1869,420,418,0
9083897,19.02258727,2012,448,420,418,0
9071272,19.00889802,2012,1162,420,418,0
9073062,19.00616016,2012,3424,420,418,0
9064841,19.00342231,2012,3330,420,418,0
9043627,18.99726225,2012,3801,420,418,0
9067556,18.99726225,2012,3764,420,418,0
9065431,18.99178674,2012,357,420,418,0
9061291,18.99178674,2012,509,420,418,0
9041239,18.98631124,2012,3494,420,418,0
9059133,18.97262248,2012,1368,420,418,0
9057159,18.96167147,2012,1354,420,418,0
9064267,18.96167147,2012,1325,420,418,0
9084035,18.92881844,2012,1432,420,418,0
9070759,18.92334294,2012,1709,420,418,0
9064384,18.92334294,2012,1827,420,418,0
9001253,18.91239193,2012,4181,420,418,0
9045558,18.91239193,2012,1869,420,418,0
9046112,18.85489914,2012,3494,420,418,0
8910079,18.84668588,2012,1012,420,418,0
9059145,18.84668588,2012,1368,420,418,0
9071521,18.83847262,2012,3017,420,418,0
9060273,18.83847262,2012,1576,420,418,0
9021693,18.83847262,2012,4024,420,418,0
9043639,18.83573487,2012,3801,420,418,0
9057484,18.83573487,2012,3469,420,418,0
9083043,18.83573487,2012,749,420,418,0
9056519,18.81930836,2012,1525,420,418,0
9079822,18.81657061,2012,316,420,418,0
9051478,18.8110951,2012,2394,420,418,0
9064396,18.80835735,2012,1827,420,418,0
9055462,18.79740634,2012,4229,420,418,0
9107057,18.79740634,2012,357,420,418,0
9082362,18.78371758,2012,1769,420,418,0
9072525,18.77824207,2012,818,420,418,0
9064279,18.77276657,2012,1325,420,418,0
9072135,18.77002882,2012,3802,420,418,0
9070034,18.75360231,2012,1684,420,418,0
9067568,18.75086455,2012,3764,420,418,0
9064748,18.75086455,2012,2604,420,418,0
9082374,18.7426513,2012,1717,420,418,0
9056430,18.73717579,2012,1552,420,418,0
9079834,18.73170029,2012,316,420,418,0
9046241,18.72896254,2012,1512,420,418,0
9077288,18.71801153,2012,2004,420,418,0
9088641,18.71253602,2012,662,420,418,0
9064401,18.69337176,2012,1827,420,418,0
8912754,18.6851585,2012,1016,420,418,0
9071208,18.6851585,2012,1510,420,418,0
9046124,18.68242075,2012,3494,420,418,0
9003304,18.67694524,2012,2420,420,418,0
9058397,18.66873199,2012,725,420,418,0
9065625,18.66599424,2012,4651,420,418,0
9060285,18.65504323,2012,1641,420,418,0
9083914,18.64135447,2012,509,420,418,0
8896821,18.63040346,2012,170,420,418,0
9084774,18.58659942,2012,714,420,418,0
9043641,18.58386167,2012,3801,420,418,0
9111797,18.58386167,2012,170,420,418,0
9037214,18.58386167,2012,585,420,418,0
9085431,18.58112392,2012,342,420,418,0
9064865,18.57291066,2012,3538,420,418,0
9051480,18.54827089,2012,2394,420,418,0
9055474,18.54827089,2012,4229,420,418,0
9060297,18.54553314,2012,1645,420,418,0
9065297,18.54005764,2012,703,420,418,0
9074432,18.54005764,2012,1368,420,418,0
9085699,18.53184438,2012,338,420,418,0
9070046,18.52636888,2012,1684,420,418,0
9071533,18.52363112,2012,3017,420,418,0
9080613,18.50994236,2012,4230,420,418,0
9083055,18.50994236,2012,636,420,418,0
9072111,18.50446686,2012,1107,420,418,0
9057173,18.50446686,2012,1524,420,418,0
9067570,18.50172911,2012,3764,420,418,0
8891297,18.50172911,2012,170,420,418,0
9037226,18.50172911,2012,585,420,418,0
9103154,18.50172911,2012,662,420,418,0
9081734,18.46613833,2012,1388,420,418,0
9074406,18.46613833,2012,1608,420,418,0
9071210,18.45518732,2012,1510,420,418,0
9057147,18.44423631,2012,1354,420,418,0
9077290,18.4278098,2012,1923,420,418,0
9000730,18.4278098,2012,2303,420,418,0
9058402,18.41685879,2012,725,420,418,0
9112416,18.41685879,2012,357,420,418,0
9057496,18.41138329,2012,3469,420,418,0
9088110,18.38948127,2012,4229,420,418,0
9051492,18.37579251,2012,2394,420,418,0
9060546,18.370317,2012,1524,420,418,0
9074444,18.35389049,2012,1368,420,418,0
9084786,18.32925072,2012,714,420,418,0
9080405,18.3073487,2012,1684,420,418,0
