Teu,Delivery_Date,Deadweight,Shipbuilder,Group_Beneficial_Owner,Operator,LR_IMO_Ship_No,Speed,Newbuild_Price_USD,Ship_Name,Beam,Delivery Year,Size Group,age
2742,2008-04-29,37901,Aker MTW Werft GmbH,SEACON SHIPS MANAGEMENT CO-HKG,SEA CONSORTIUM PTE LTD,9348912,21,47922400,X-Press Kailash,29.79999924,2008,2700 - 2899 TEU,8.028284672
4795,2008-04-29,66432,Hyundai Heavy Inds - Ulsan,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,9328900,23.5,72000000,Touska,32.25,2008,4000 - 5399 TEU,8.028284672
2578,2008-04-30,34324,Xiamen Shipbuilding Industry,CONSHIP MANAGEMENT GMBH,HAPAG-LLOYD AG,9374442,22,38000000,City Of Xiamen,29.79999924,2008,2400 - 2699 TEU,8.025547445
2646,2008-04-30,32949,Jurong Shipyard Pte Ltd,LAEISZ F SCHIFFAHRTS MBH & CO,CNC LINE-CHINESE TAIPEI,9334521,22.70000076,42000000,Pontresina,32.20000076,2008,2400 - 2699 TEU,8.025547445
2824,2008-04-30,39446,Hyundai Mipo Dockyard Co Ltd,CIDO SHIPPING HK CO LTD,PACIFIC INTERNATIONAL LINES,9342695,23,48500000,Ocean Blue,30,2008,2700 - 2899 TEU,8.025547445
4730,2008-05-05,55387,New Century Shipbuilding Co,HANSEATIC LLOYD AG,MSC MEDITERRANEAN SHIPPING CO,9345958,25,53000000,MSC Los Angeles,32.20000076,2008,4000 - 5399 TEU,8.011861314
2858,2008-05-06,39598,STX Shipbuilding - Jinhae,NYK LINE,NYK LINE,9360609,23,55000000,ACX Diamond,32.20000076,2008,2700 - 2899 TEU,8.009124088
9661,2008-05-06,120892,Hyundai Heavy Inds - Ulsan,CLAUS-PETER OFFEN REEDEREI,CMA CGM SA THE FRENCH LINE,9364992,25.29999924,132500000,CMA Cgm Orfeo,42.79999924,2008,5400+ TEU,8.009124088
698,2008-05-08,8165,Fujian Mawei Shipbuilding Ltd,FINANZPARTNER GMBH & CO KG,CFS CARIBBEAN FEEDER SERVICES,9387607,17.5,,Cfs Panjang,20.60000038,2008,0 - 899 TEU,8.003649635
868,2008-05-08,11253,Sietas Kg,JENS & WALLER REEDEREI GMBH,JENS & WALLER REEDEREI GMBH,9376036,18.5,,Ruth,22.5,2008,0 - 899 TEU,8.003649635
8241,2008-05-08,103614,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9337444,25.60000038,120000000,Ym Uberty,42.79999924,2008,5400+ TEU,8.003649635
974,2008-05-09,11157,Hegemann Berne,IRISH CONTINENTAL GROUP PLC,BG FREIGHT LINE BV,9388522,17.89999962,24300000,Elbfeeder,22.20000076,2008,900 - 1199 TEU,8.000912409
1740,2008-05-09,23415,Guangzhou Wenchong Shipyard Co,LEONHARDT & BLUMBERG,CNC LINE-CHINESE TAIPEI,9435246,19.5,,Hansa Falkenburg,27.39999962,2008,1600 - 1799 TEU,8.000912409
9038,2008-05-10,115993,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,9359014,25,,Gunde Maersk,42.93999863,2008,5400+ TEU,7.998175182
1284,2008-05-12,18444,Zhejiang Ouhua Shipbuilding Co,SCHIFFFAHRTSKONTOR WARNOW GMBH,MARLOW SHIP MGMT DEUTSCHLAND,9437127,19,,Warnow Beluga,25,2008,1200 - 1599 TEU,7.99270073
2546,2008-05-12,34194,Jiangsu Yangzijiang Shbldg Co,SEASPAN ULC,CHINA SHIPPING CONTAINER LINES,9385972,22,42500000,CSCL Panama,29.85000038,2008,2400 - 2699 TEU,7.99270073
3194,2008-05-13,43133,Hanjin HI & Const - Busan,MOLLER AP,MAERSK LINE A/S,9355331,22,72860000,Maersk Batam,32.24000168,2008,2900 - 3999 TEU,7.989963504
698,2008-05-16,8143,Sainty Shipbuilding Yangzhou,BOCKSTIEGEL REEDEREI GMBH & CO,CNC LINE-CHINESE TAIPEI,9428229,16,10000000,Ice Star,20.60000038,2008,0 - 899 TEU,7.981751825
905,2008-05-16,9002,Peters Schiffbau Gmbh,CONMAR SHIPPING GMBH & CO KG,CONMAR SHIPPING GMBH & CO KG,9360996,17.89999962,,Conmar Island,21.70000076,2008,900 - 1199 TEU,7.981751825
3534,2008-05-16,42045,Shanghai Shipyard Co Ltd,SCHULTE GROUP,HAPAG-LLOYD AG,9436434,22.20000076,,Guenther Schulte,32.2879982,2008,2900 - 3999 TEU,7.981751825
5095,2008-05-16,65890,Hyundai Heavy Inds - Ulsan,CMA CGM HOLDING & CO SAS,CMA CGM SA THE FRENCH LINE,9351127,23.5,81000000,Hyundai 1827,32.20000076,2008,4000 - 5399 TEU,7.981751825
6921,2008-05-19,85517,Hyundai Heavy Inds - Ulsan,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9349526,25,105675000,Mayssan,40.04999924,2008,5400+ TEU,7.973540146
1708,2008-05-21,21937,Imabari Shbldg - Imabari,NISSEN KAIUN CO LTD,SAMUDERA SHIPPING LINE LTD,9444962,19.79999924,,Sinar Sangir,27.60000038,2008,1600 - 1799 TEU,7.968065693
2546,2008-05-21,34330,Jiangsu Yangzijiang Shbldg Co,HAMMONIA REEDEREI GMBH,WESTWOOD SHIPPING LINES INC,9383235,22,42500000,Westwood Robson,29.79999924,2008,2400 - 2699 TEU,7.968065693
8112,2008-05-22,107404,Daewoo Shipbuilding & Marine,MOLLER AP,MAERSK LINE A/S,9334686,24.79999924,108507000,Maersk Tukang,43.29999924,2008,5400+ TEU,7.965328467
1118,2008-05-26,13720,Yangzhou Dayang Shipbuilding,HARTMANN SCHIFFAHRTS GMBH & CO,MCC TRANSPORT SINGAPORE PTE,9435533,19.60000038,22200000,Frisia Lahn,23.45000076,2008,900 - 1199 TEU,7.954379562
1345,2008-05-26,17350,Jiangsu Yangzijiang Shbldg Co,ROHDEN BEREEDERUNG GMBH,VROON BV,9396610,19.29999924,28500000,Max Winner,25,2008,1200 - 1599 TEU,7.954379562
1713,2008-05-26,22314,CSBC Corp Taiwan - Keelung,CARSTEN REHDER SCHIFFSMAKLER,CARSTEN REHDER SCHIFFSMAKLER,9351218,19,34000000,Tasman Strait,27.89999962,2008,1600 - 1799 TEU,7.954379562
2478,2008-05-27,35181,Volkswerft Stralsund GmbH,MOLLER AP,SAFMARINE CONTAINER LINES,9356098,21.5,57509918,Safmarine Nile,29.87999916,2008,2400 - 2699 TEU,7.951642336
5085,2008-05-27,68411,Hanjin HI & Const - Busan,NSC HOLDING GMBH & CIE KG,MAERSK LINE A/S,9348687,24.39999962,77000000,Maersk Danang,32.20000076,2008,4000 - 5399 TEU,7.951642336
1810,2008-05-28,25985,Dalian Shipbuilding Ind - No 1,PACIFIC SHIPPING TRUST,PACIFIC INTERNATIONAL LINES,9362293,20.20000076,38000000,Kota Naga,27.63999939,2008,1800 - 2399 TEU,7.948905109
2553,2008-05-29,33651,Naikai Zosen Corp - Innoshima,NAGASHIKI SHIPPING CO LTD,CHINA SHIPPING CONTAINER LINES,9400813,22.20000076,,CSCL Kingston,32.20000076,2008,2400 - 2699 TEU,7.946167883
847,2008-05-30,12569,Kyokuyo Shipyard Corp,SINOTRANS,SINOTRANS SHIP MANAGEMENT LTD,9367956,18,,Sinotrans Ningbo,22.39999962,2008,0 - 899 TEU,7.943430657
4275,2008-06-02,51752,Samsung Heavy Inds - Geoje,HANJIN SHIPPING HOLDINGS CO,HANJIN SHIPPING CO LTD,9375496,23.5,63600000,Samsung 1664,32.50999832,2008,4000 - 5399 TEU,7.935218978
6415,2008-06-02,81021,Hyundai Heavy Inds - Ulsan,OGHIAANOUS KHOROUSHAN SHIPPING,RAHBARAN OMID DARYA SHIP MGMT,9349679,25.79999924,,Zardis,40.09999847,2008,5400+ TEU,7.935218978
6696,2008-06-02,84688,Hanjin HI & Const - Busan,MAERSK LINE LTD-USA,MAERSK LINE A/S,9342176,25,96200000,Maersk Pittsburgh,40.00999832,2008,5400+ TEU,7.935218978
812,2008-06-04,9313,Damen Galati,HS SCHIFFAHRTS GMBH & CO KG,UNIFEEDER A/S,9404089,18,,Damen Bergum 8303,22.01000023,2008,0 - 899 TEU,7.929744526
1296,2008-06-04,18414,Zhejiang Ouhua Shipbuilding Co,HERMANN BUSS GMBH & CIE KG,MEDSTAR SHIPMANAGEMENT LTD,9437139,19,30000000,Michigan Trader,25,2008,1200 - 1599 TEU,7.929744526
4275,2008-06-04,51750,Samsung Heavy Inds - Geoje,HANJIN SHIPPING HOLDINGS CO,HANJIN SHIPPING CO LTD,9375501,23.5,63600000,Hanjin Piraeus,32.25,2008,4000 - 5399 TEU,7.929744526
868,2008-06-05,11408,Sietas Kg,GEBR AHRENS REEDEREI GBR,WEC LINES BV,9376048,18.5,,Hanna,22.5,2008,0 - 899 TEU,7.927007299
1440,2008-06-05,20346,Peene-Werft GmbH,SCHOELLER HOLDINGS LTD,NYK LINE,9359325,19.79999924,,Cape Ferrol,25,2008,1200 - 1599 TEU,7.927007299
3364,2008-06-05,41337,Hyundai Mipo Dockyard Co Ltd,MOLLER AP,MAERSK LINE A/S,9348170,22.79999924,54000000,Maersk Innoshima,32.27000046,2008,2900 - 3999 TEU,7.927007299
698,2008-06-06,8124,Fujian Mawei Shipbuilding Ltd,FINANZPARTNER GMBH & CO KG,CFS CARIBBEAN FEEDER SERVICES,9404821,17.5,,Cfs Pacora,20.60000038,2008,0 - 899 TEU,7.924270073
1118,2008-06-06,13652,Qingshan Shipyard,VROON BV,VROON BV,9378929,19.60000038,24500000,Max Cooler,23.45000076,2008,900 - 1199 TEU,7.924270073
1702,2008-06-06,23840,Aker Warnemuende Operations,CARSTEN REHDER SCHIFFSMAKLER,YANG MING MARINE TRANSPORT,9363144,21,38936950,Baltic Strait,25.20000076,2008,1600 - 1799 TEU,7.924270073
2504,2008-06-06,34375,Jiangsu Yangzijiang Shbldg Co,HAMMONIA REEDEREI GMBH,MCC TRANSPORT SINGAPORE PTE,9383247,22,42500000,Hammonia Teutonica,29.79999924,2008,2400 - 2699 TEU,7.924270073
2872,2008-06-09,35391,Yangfan Group Co Ltd,NSC HOLDING GMBH & CIE KG,NSC SCHIFFFAHRTSGESELLSCHAFT,9399765,22.20000076,,Andino,30.5,2008,2700 - 2899 TEU,7.916058394
4363,2008-06-09,53641,Hyundai Mipo Dockyard Co Ltd,PARIBAS FINANCIERE,EVERGREEN MARINE CORP,9349617,24.5,68200000,Ital Milione,32.20000076,2008,4000 - 5399 TEU,7.916058394
4870,2008-06-09,63359,Daewoo-Mangalia,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9349813,24,,MSC Carmen,32.20000076,2008,4000 - 5399 TEU,7.916058394
8379,2008-06-09,107978,Hyundai Heavy Inds - Ulsan,MOLLER-MAERSK A/S,MAERSK LINE A/S,9352016,25,,Maersk Salalah,42.79999924,2008,5400+ TEU,7.916058394
1022,2008-06-10,13777,Jiangsu Eastern Heavy Industry,MOLLER AP,MAERSK LINE A/S,9499010,19.60000038,,MCC Singapore,23.25,2008,900 - 1199 TEU,7.913321168
4250,2008-06-10,50595,Dalian Shipbuilding Ind - No 1,RICKMERS MARITIME,MITSUI OSK LINES LTD,9478494,24.5,58700000,MOL Dominance,32.29999924,2008,4000 - 5399 TEU,7.913321168
4250,2008-06-10,50596,Dalian Shipbuilding Ind - No 1,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9351024,24.20000076,60000000,Kota Lambai,32.29999924,2008,4000 - 5399 TEU,7.913321168
1402,2008-06-12,17083,Shandong Weihai Shipyard,BRIESE SCHIFFAHRTS GMBH & CO,BBC CHARTERING & LOGISTIC GMBH,9386976,19,25500000,Wybelsum,25,2008,1200 - 1599 TEU,7.907846715
2846,2008-06-12,34536,STX Shipbuilding - Jinhae,NYK LINE,NYK LINE,9355410,23,53000000,Nyk Daniella,30.10000038,2008,2700 - 2899 TEU,7.907846715
5905,2008-06-12,80398,Daewoo Shipbuilding & Marine,HAMBURG SUDAMERIKANISCHE,HAMBURG SUDAMERIKANISCHE,9357963,23.29999924,96000000,Daewoo 4123,40,2008,5400+ TEU,7.907846715
6350,2008-06-12,72912,Koyo Dockyard Co Ltd,SHOEI KISEN KAISHA LTD,APL LTD,9350018,25,,APL Minnesota,40,2008,5400+ TEU,7.907846715
2824,2008-06-13,39426,Hyundai Mipo Dockyard Co Ltd,ARKAS HOLDING AS,MCC TRANSPORT SINGAPORE PTE,9343089,23,,Maersk Jurong,30,2008,2700 - 2899 TEU,7.905109489
1049,2008-06-16,12774,Dae Sun Shipbuilding & Eng,JORG KOPPING REEDEREI,TS LINES LTD,9402768,18,21500000,Lantau Bridge,22.60000038,2008,900 - 1199 TEU,7.89689781
4252,2008-06-16,51870,CSBC Corp Taiwan - Kaohsiung,FIRST SHIP LEASE PTE LTD,YANG MING MARINE TRANSPORT,9353266,24.79999924,,Ym Elixir,32.29999924,2008,4000 - 5399 TEU,7.89689781
809,2008-06-18,9620,Nantong Mingde Heavy Industry,FLINTER GROEP BV,FLINTER SHIPPING BV,9365972,18.5,,Flintercoast,20.95000076,2008,0 - 899 TEU,7.891423358
3534,2008-06-18,42002,Shanghai Shipyard Co Ltd,NORDDEUTSCHE VERMOGEN HOLDING,NORDDEUTSCHE REEDEREI SCHULDT,9346005,22.20000076,50000000,Northern Delegation,32.20000076,2008,2900 - 3999 TEU,7.891423358
4922,2008-06-19,63384,Hyundai Samho Heavy Industries,HYUNDAI CORP,HYUNDAI MERCHANT MARINE CO LTD,9347619,25.20000076,78650000,Hyundai Supreme,32.20000076,2008,4000 - 5399 TEU,7.888686131
2702,2008-06-20,38080,HDW-Gaarden GmbH,PETER DOEHLE SCHIFFAHRTS-KG,YANG MING MARINE TRANSPORT,9377559,21.85000038,,Laila,29.79999924,2008,2700 - 2899 TEU,7.885948905
4728,2008-06-20,63157,Hyundai Heavy Inds - Ulsan,HYUNDAI CORP,HYUNDAI MERCHANT MARINE CO LTD,9347592,25.20000076,78650000,Hyundai Integral,32.20000076,2008,4000 - 5399 TEU,7.885948905
917,2008-06-23,10750,Um Deniz Sanayii As,VEGA-REEDEREI FRIEDRICH DAUBER,MACANDREWS & CO LTD,9353735,14,,Philipp,21.5,2008,900 - 1199 TEU,7.877737226
957,2008-06-23,11807,Yangfan Group Co Ltd,VEGA-REEDEREI FRIEDRICH DAUBER,SEABOARD MARINE LTD INC,9449687,18.10000038,,Vega Nikolas,22.60000038,2008,900 - 1199 TEU,7.877737226
1740,2008-06-23,23350,Guangzhou Wenchong Shipyard Co,SAMUDERA INDONESIA TBK PT,SAMUDERA SHIPPING LINE LTD,9435222,19.5,,Sinar Sumba,27.39999962,2008,1600 - 1799 TEU,7.877737226
6921,2008-06-23,85517,Hyundai Heavy Inds - Ulsan,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9349538,25,105675000,Al Manamah,40.04999924,2008,5400+ TEU,7.877737226
704,2008-06-24,8544,Yangfan Group Co Ltd,O MARTEN REEDEREI GMBH & CO KG,NYK LINE,9430040,17,,O. M. Humorum,19.20000076,2008,0 - 899 TEU,7.875
1577,2008-06-24,21464,Imabari Shbldg - Imabari,DAIO KAIUN LTD,CNC LINE-CHINESE TAIPEI,9445019,19.70000076,,Marine Taraba,27.60000038,2008,1200 - 1599 TEU,7.875
925,2008-06-25,12558,Gijon Naval,JUNGERHANS MARITIME SERVICES,CMA CGM SA THE FRENCH LINE,9371414,18.29999924,,Perseus J,22.79999924,2008,900 - 1199 TEU,7.872262774
4730,2008-06-25,55612,New Century Shipbuilding Co,HANSEATIC LLOYD AG,APL LTD,9345960,25,53000000,APL Denver,32.20000076,2008,4000 - 5399 TEU,7.872262774
868,2008-06-27,11255,Sietas Kg,JENS & WALLER REEDEREI GMBH,SEAGO LINE A/S,9376050,18.5,,Wilhelm,22.5,2008,0 - 899 TEU,7.866788321
1118,2008-06-27,13760,Jinling Shipyard,VROON GROUP BV,MCC TRANSPORT SINGAPORE PTE,9405100,19.60000038,22500000,MCC Sandigan,23.25,2008,900 - 1199 TEU,7.866788321
8241,2008-06-27,103614,CSBC Corp Taiwan - Kaohsiung,YANG MING MARINE TRANSPORT,YANG MING MARINE TRANSPORT,9337456,25.60000038,120000000,Ym Utopia,42.79999924,2008,5400+ TEU,7.866788321
8560,2008-06-27,90373,Mitsubishi Nagasaki,MITSUI OSK LINES LTD,MITSUI OSK LINES LTD,9339662,25.25,,MOL Competence,45.59999847,2008,5400+ TEU,7.866788321
4250,2008-06-28,50596,Dalian Shipbuilding Ind - No 1,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9351036,24.20000076,60000000,Kota Lambang,32.29999924,2008,4000 - 5399 TEU,7.864051095
1794,2008-06-30,25903,Taizhou Kouan Shipbuilding Co,CARSTEN REHDER SCHIFFSMAKLER,MELFI MARINE CORP SA,9362724,20.5,33000000,Macao Strait,27.64800072,2008,1600 - 1799 TEU,7.858576642
9040,2008-06-30,98849,IHI Marine United - Kure,NYK LINE,NYK LINE,9313008,25,,Nyk Orpheus,45.79999924,2008,5400+ TEU,7.858576642
908,2008-07-02,12562,Nanjing Wujiazui Shipbuilding,GREATHORSE GROUP,CHINA SHIPPING CONTAINER LINES,9383522,17.89999962,,CSCL Osaka,22.48999977,2008,900 - 1199 TEU,7.85310219
3078,2008-07-04,43123,Hanjin HI & Const - Busan,MOLLER AP,MAERSK LINE A/S,9392925,22.38999939,62250000,Maersk Buton,32.25999832,2008,2900 - 3999 TEU,7.847627737
4253,2008-07-04,50842,Samsung Heavy Inds - Geoje,DANAOS SHIPPING CO LTD,ZIM INTEGRATED SHIPPING,9363376,23.29999924,64400000,Zim Rio Grande,32.25,2008,4000 - 5399 TEU,7.847627737
4360,2008-07-04,52513,HHIC-Phil Inc,DIORYX MARITIME CORP,CMA CGM SA THE FRENCH LINE,9385611,24.5,59000000,CMA Cgm Quartz,32.25999832,2008,4000 - 5399 TEU,7.847627737
1706,2008-07-07,23844,Aker MTW Werft GmbH,CARSTEN REHDER SCHIFFSMAKLER,CHENG LIE NAVIGATION INTL INC,9363156,21,38936950,Barents Strait,25.20000076,2008,1600 - 1799 TEU,7.839416058
1740,2008-07-07,23175,Guangzhou Wenchong Shipyard Co,SCHULTE GROUP,HAPAG-LLOYD AG,9435686,20.60000038,32000000,Ludwig Schulte,27.39999962,2008,1600 - 1799 TEU,7.839416058
4250,2008-07-07,52245,Dalian Shipbuilding Ind - No 2,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9320465,24.20000076,57700000,Xin Tai Cang,32.29999924,2008,4000 - 5399 TEU,7.839416058
1118,2008-07-08,13742,Taizhou Kouan Shipbuilding Co,VEGA-REEDEREI FRIEDRICH DAUBER,SEAFREIGHT LINE LTD,9403449,19.60000038,22000000,Vega Sachsen,23.45000076,2008,900 - 1199 TEU,7.836678832
6661,2008-07-08,80282,Hyundai Heavy Inds - Ulsan,NYK LINE,NYK LINE,9354167,25,110000000,Nyk Terra,40,2008,5400+ TEU,7.836678832
1296,2008-07-09,18464,Zhejiang Ouhua Shipbuilding Co,SCHIFFFAHRTSKONTOR WARNOW GMBH,SCHIFFFAHRTSKONTOR WARNOW GMBH,9437141,19,,Warnow Porpoise,25,2008,1200 - 1599 TEU,7.833941606
10000,2008-07-09,111315,Nantong COSCO KHI Ship Eng,COSCO,COSCON,9355551,25.79999924,120000000,Cosco Pacific,45.59999847,2008,5400+ TEU,7.833941606
698,2008-07-10,8124,Fujian Mawei Shipbuilding Ltd,DRAXL SCHIFFAHRTS GMBH & CO KG,VROON BV,9433444,17.5,,Max Producer,20.60000038,2008,0 - 899 TEU,7.83120438
809,2008-07-10,9620,Nantong Mingde Heavy Industry,SEA CONSORTIUM PTE LTD,SEA CONSORTIUM PTE LTD,9365960,18.5,,X-Press Mulhacen,20.95000076,2008,0 - 899 TEU,7.83120438
5085,2008-07-14,68578,Hanjin HI & Const - Busan,NSC HOLDING GMBH & CIE KG,MAERSK LINE A/S,9348699,24.39999962,77000000,MSC Dhahran,32.20000076,2008,4000 - 5399 TEU,7.820255474
9900,2008-07-14,110038,Hyundai Heavy Inds - Ulsan,COSCO,COSCON,9345439,24.79999924,127000000,Cosco Africa,45.65999985,2008,5400+ TEU,7.820255474
2478,2008-07-15,35137,Volkswerft Stralsund GmbH,MOLLER AP,SAFMARINE CONTAINER LINES,9356103,21.5,57509918,Safmarine Nakuru,29.87999916,2008,2400 - 2699 TEU,7.817518248
4730,2008-07-15,55482,New Century Shipbuilding Co,HANSEATIC LLOYD AG,MSC MEDITERRANEAN SHIPPING CO,9345972,25,,MSC Atlanta,32.20000076,2008,4000 - 5399 TEU,7.817518248
400,2008-07-16,5065,China P.R. Unknown,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,9532745,11,,Phoenix,15.80000019,2008,0 - 899 TEU,7.814781022
5762,2008-07-16,73262,Samsung Heavy Inds - Geoje,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9372494,24.79999924,90000000,MSC Soraya,40,2008,5400+ TEU,7.814781022
8379,2008-07-16,107978,Hyundai Samho Heavy Industries,MOLLER-MAERSK A/S,MAERSK LINE A/S,9352030,25.60000038,,Maersk Salina,42.79999924,2008,5400+ TEU,7.814781022
974,2008-07-18,11181,Hegemann Berne,KNUPPEL SCHIFFAHRTS-GMBH & CO,CROWLEY LINER SERVICES INC,9389423,17.89999962,,K-Breeze,22.20000076,2008,900 - 1199 TEU,7.809306569
1118,2008-07-18,13760,Jinling Shipyard,BOCKSTIEGEL REEDEREI GMBH & CO,MSC MEDITERRANEAN SHIPPING CO,9388338,19.60000038,,Caribbean Voyager,23.25,2008,900 - 1199 TEU,7.809306569
1849,2008-07-20,26811,Sedef Tuzla,KALKAVAN K,TURKON KONTEYNER TASIMACILIK,9365831,19.5,,Cafer Dede,28,2008,1800 - 2399 TEU,7.803832117
8102,2008-07-20,90466,Koyo Dockyard Co Ltd,SHOEI KISEN KAISHA LTD,MITSUI OSK LINES LTD,9388340,25.5,,MOL Cosmos,46.13999939,2008,5400+ TEU,7.803832117
2554,2008-07-21,34361,Jiangsu Yangzijiang Shbldg Co,PETER DOEHLE SCHIFFAHRTS-KG,CNC LINE-CHINESE TAIPEI,9360697,22,39000000,Apollon,29.79999924,2008,2400 - 2699 TEU,7.801094891
4795,2008-07-21,66488,Hyundai Heavy Inds - Ulsan,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,9346524,23.5,72000000,Shabgoun,32.25,2008,4000 - 5399 TEU,7.801094891
4250,2008-07-22,52200,Dalian Shipbuilding Ind - No 2,CHINA SHIPPING GROUP CO,CHINA SHIPPING CONTAINER LINES,9320477,24.20000076,57700000,Xin Yang Pu,32.29999924,2008,4000 - 5399 TEU,7.798357664
9038,2008-07-22,115993,Odense Staalskibs - Lindo,MOLLER-MAERSK A/S,MAERSK LINE A/S,9359026,25,,Gunhilde Maersk,42.93999863,2008,5400+ TEU,7.798357664
751,2008-07-23,9503,Madenci,,NET DENIZCILIK TEKNIK HIZMET,9418884,19,,Oyster,18.39999962,2008,0 - 899 TEU,7.795620438
1713,2008-07-24,22314,CSBC Corp Taiwan - Keelung,CARSTEN REHDER SCHIFFSMAKLER,MCC TRANSPORT SINGAPORE PTE,9357523,19,34000000,Torres Strait,27.89999962,2008,1600 - 1799 TEU,7.792883212
1810,2008-07-24,25985,Dalian Shipbuilding Ind - No 1,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,9461635,20.20000076,,Kota Nanhai,27.63999939,2008,1800 - 2399 TEU,7.792883212
2785,2008-07-24,37274,Szczecinska Nowa Stocznia,ZEPPENFELD H,ZEPPENFELD H,9301990,22.5,,Aldebaran,32.24000168,2008,2700 - 2899 TEU,7.792883212
4506,2008-07-24,50687,Samsung Heavy Inds - Geoje,DOUN KISEN KK,COSCON,9380271,23.29999924,,Cosco Nagoya,32.25,2008,4000 - 5399 TEU,7.792883212
4870,2008-07-24,63377,Daewoo-Mangalia,MSC MEDITERRANEAN SHIPPING CO,MSC MEDITERRANEAN SHIPPING CO,9349825,24,,MSC Nuria,32.20000076,2008,4000 - 5399 TEU,7.792883212
3586,2008-07-25,46211,STX Shipbuilding - Jinhae,NORD REEDEREI LTD,ANL CONTAINER LINE PTY LTD,9323041,20,45000000,Anl Barega,32.20000076,2008,2900 - 3999 TEU,7.790145985
6572,2008-07-25,85896,Hanjin HI & Const - Busan,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,9349576,25.60000038,105000000,Shahraz,40,2008,5400+ TEU,7.790145985
6921,2008-07-25,85463,Hyundai Heavy Inds - Ulsan,UNITED ARAB SHIPPING CO,UNITED ARAB SHIPPING CO,9349540,25,105675000,Jazan,40.04999924,2008,5400+ TEU,7.790145985
606,2008-07-28,8164,Penglai Bohai Shipyard Co Ltd,PACIFIC INTERNATIONAL LINES,CONSORT EXPRESS LINES LTD,9408451,14,12000000,Bougainville Coast,21.05999947,2008,0 - 899 TEU,7.781934307
698,2008-07-28,8166,Fujian Mawei Shipbuilding Ltd,DRAXL SCHIFFAHRTS GMBH & CO KG,CMA CGM SA THE FRENCH LINE,9433456,17.5,,Sophia,20.60000038,2008,0 - 899 TEU,7.781934307
1440,2008-07-29,20091,Peene-Werft GmbH,JR SHIPPING BV,HAPAG-LLOYD AG,9359258,19.79999924,,Emotion,25,2008,1200 - 1599 TEU,7.77919708
2742,2008-07-29,37934,Aker MTW Werft GmbH,SEA CONSORTIUM PTE LTD,SEA CONSORTIUM PTE LTD,9348924,21,47922400,X-Press Karakoram,29.79999924,2008,2700 - 2899 TEU,7.77919708
1147,2008-07-30,12500,Sedef Tuzla,KALKAVAN K,ASIATIC LLOYD SHIPPING PTE LTD,9366500,19,,Asiatic Horizon,22.70000076,2008,900 - 1199 TEU,7.776459854
1341,2008-07-30,17215,Jiangsu Yangzijiang Shbldg Co,ROHDEN BEREEDERUNG GMBH,EVERGREEN MARINE CORP,9396622,19.29999924,28500000,Max Wonder,25,2008,1200 - 1599 TEU,7.776459854
8379,2008-07-30,107978,Hyundai Samho Heavy Industries,MOLLER-MAERSK A/S,MAERSK LINE A/S,9352042,25.60000038,,Maersk Stockholm,42.79999924,2008,5400+ TEU,7.776459854
831,2008-07-31,12550,Kyokuyo Shipyard Corp,SINOTRANS,SINOTRANS SHIP MANAGEMENT LTD,9367968,18,,Sinotrans Xiamen,22.39999962,2008,0 - 899 TEU,7.773722628
990,2008-07-31,11983,Zhejiang Ouhua Shipbuilding Co,SCHIFFFAHRTSKONTOR WARNOW GMBH,GB SHIPPING & CHARTERING GMBH,9437232,19,,Warnow Trout,22.60000038,2008,900 - 1199 TEU,7.773722628
6494,2008-07-31,72982,Koyo Dockyard Co Ltd,SYNERGY MARINE LTD,UNITIZED OCEAN TRANSPORT LTD,9332858,25,75000000,Rotterdam,40,2008,5400+ TEU,7.773722628
192,2008-08-01,2650,China P.R. Unknown,,KARIM SHIPPING LINES,8677225,10,,Ksl Pride,14.63000011,2008,0 - 899 TEU,7.770985401
192,2008-08-01,2650,China P.R. Unknown,,KARIM SHIPPING LINES,8677237,10,,Ksl Gladiator,14.63000011,2008,0 - 899 TEU,7.770985401
2564,2008-08-01,34221,Xiamen Shipbuilding Industry,PETER DOEHLE SCHIFFAHRTS-KG,SUNSHIP SCHIFFAHRTSKONTOR KG,9374454,22,,City Of Guangzhou,29.79999924,2008,2400 - 2699 TEU,7.770985401
