age
8.60898138
9.211849639
9.220507715
10.48323066
10.65023956
12.6741786
12.72702386
12.7516621
12.86390301
12.86937818
13.31082314
13.45592261
13.57912028
13.62839934
13.69880696
13.82825333
13.90217193
13.98704143
14.07802875
14.14373717
14.21765914
14.28884326
14.29366673
14.39835729
14.42223439
14.53798768
14.58652793
14.64202601
14.6714729
14.68309377
14.69678303
14.70773443
14.74058864
14.74606434
14.74880219
14.77891855
14.79740829
14.83641342
14.87474333
14.91854894
14.92950034
14.93223819
14.954141
14.954141
15.00068446
15.00889802
15.02532512
15.03627652
15.03901437
15.05270363
15.06091718
15.06365503
15.06913073
15.07460643
15.10259301
15.16769336
15.20937349
15.27720739
15.29637235
15.33470226
15.36481862
15.41472057
15.41472057
15.42778919
15.45305202
15.50444901
15.50507328
15.53519085
15.58110883
15.61185376
15.75696569
15.82560386
15.83089064
15.91576743
15.92124336
16.00064423
16.08552102
16.11563859
16.16505636
16.17097657
16.18220532
16.19777742
16.2059913
16.21204746
16.23075684
16.25539452
16.27254753
16.3182477
16.45249597
16.4660976
16.48060837
16.50442905
16.55452471
16.61180408
16.63391635
16.6638272
16.66403042
16.78174905
16.83906298
16.86370551
16.86370551
16.87954911
16.90494297
16.91041825
17.00076046
17.03634981
17.07193916
17.08562738
17.09644052
17.13477335
17.15954373
17.19227259
17.19308357
17.21429658
17.24429571
17.25331412
17.25605187
17.27441436
17.29084271
17.30190114
17.32449568
17.33465166
17.34570342
17.34844106
17.34913545
17.35381807
17.36212928
17.39567723
17.40936599
17.4148415
17.43674352
17.43674352
17.43948127
17.44495677
17.44495677
17.47437262
17.49697406
17.49901141
17.50244957
17.51536355
17.51887608
17.53452997
17.53530259
17.54330595
17.54899135
17.57833891
17.57910663
17.58387833
17.59279539
17.65028818
17.67199885
17.68238515
17.69409222
17.69409222
17.69682997
17.70980989
17.71599424
17.72071798
17.72146974
17.76253602
17.76456274
17.7926513
17.81455331
17.83645533
17.83645533
17.85288184
17.8556196
17.8556196
17.85764259
17.85835735
17.86657061
17.86930836
17.87678734
17.87752161
17.88025937
17.89668588
17.90489914
17.91037464
17.9240634
17.94596542
17.98976945
18.00879089
18.01440922
18.02262248
18.03357349
18.04726225
18.08011527
18.08285303
18.09927954
18.10201729
18.12391931
18.12665706
18.16224784
18.16772334
18.17319885
18.19575633
18.19783862
18.20605187
18.21426513
18.21765914
18.23956194
18.24164265
18.2477755
18.25051335
18.25598905
18.26080692
18.31556196
18.33198847
18.33812457
18.34293948
18.35181383
18.36002738
18.37097878
18.38193018
18.38740589
18.39288159
18.40109514
18.40864553
18.45311431
18.45792507
18.45859001
18.46332325
18.47435159
18.48049281
18.49418207
18.50513347
18.52429843
18.52903877
18.53999135
18.54072553
18.55715264
18.56195965
18.56469741
18.58453114
18.59000684
18.59000684
18.59548255
18.60028818
18.61738535
18.6201232
18.62286105
18.63314121
18.67761807
18.68309377
18.68583162
18.69678303
18.69678303
18.69952088
18.70773443
18.71868583
18.72689938
18.73237509
18.76796715
18.77344285
18.81657061
18.81724846
18.81928232
18.82546201
18.82752161
18.83367556
18.83367556
18.83641342
18.87132565
18.87952154
18.93223819
18.93771389
18.94592745
18.96783025
18.97330595
19.00342231
19.00616016
19.00889802
19.01711157
19.01984942
19.02806297
19.03627652
19.04722793
19.05270363
19.05817933
19.08281999
19.09103354
19.10198494
19.1211499
19.1321013
19.14852841
19.16495551
19.17676965
19.20328542
19.24161533
19.24709103
19.29426336
19.29973924
19.30184805
19.30732375
19.3155373
19.31616688
19.31827515
19.321013
19.34354628
19.35934292
19.38398357
19.41409993
19.42231348
19.43052704
19.43663625
19.44695414
19.44969199
19.45032595
19.46675359
19.46675359
19.49075975
19.50444901
19.52972621
19.54004107
19.55646817
19.58174707
19.58174707
19.59479808
19.60027379
19.62281617
19.62281617
19.6440794
19.64745763
19.65037153
